test_accuracy,precision,recall,f1_score,TPR,FPR,AUC,EER,FAR,FRR
99.4140625,0.9947552447552448,0.994140625,0.9942937220669382,1.0,0.006167763157894737,0.9985608552631579,0.0028782894736842104,0.006167763157894737,0.0
